participant_id,sender,sender_type,sender_id,timestamp,meta,,duration,ended_on,lab_name,options,participant_age,participant_gender,participant_group,picture,response,responses,span,span_length,strategy_cumulative,strategy_no_choice,strategy_none,strategy_rehearse,strategy_response,time_commit,time_duration,time_end,time_render,time_run,time_show,time_switch,timing,trial type,url
,Recall,html.Screen,8_4_3,2018-11-24T00:24:14.719Z,,,7070.399999905028,done,,"[""flag"",""comb"",""apple"",""owl"",""flower"",""pencil"",""moon""]",,,,,,"[""flag"",""comb"",""pencil"",""flower""]","[""flag"",""comb"",""pencil"",""flower""]",4,,,,,,597373.9999998361,,597372.999999905,590235.936,590250.9999999311,590302.6,597418.982,,point and name,
,Trial sequence for Point and Name,flow.Sequence,8_4,2018-11-24T00:24:14.720Z,,,29719.493999904953,completion,,,,,,,,,"[""flag"",""comb"",""pencil"",""flower""]",4,,,,,,597375,,597372.999999905,567586.842,567595.9999999031,567653.506,597418.982,,point and name,
,Get-set-go,html.Screen,8_5_0,2018-11-24T00:24:16.176Z,,,1412.018000005628,response,,,,,,,continue,,"[""flag"",""comb"",""moon"",""pencil""]",4,,,,,,598831.0000000056,,598831.0000000056,597368.984,597375,597418.982,598885.59,,point and name,
,Learning phase,flow.Loop,8_5_1,2018-11-24T00:24:22.328Z,,,6083.090000000084,completion,,"[""apple"",""flower"",""moon"",""owl"",""comb"",""pencil"",""flag""]",,,,,,,"[""flag"",""comb"",""moon"",""pencil""]",4,,,,,,604981.9999998435,,604968.68,598818.926,598831.0000000056,598885.59,605018.678,,point and name,
,Visor Instruction for delay,canvas.Screen,8_5_2,2018-11-24T00:24:37.360Z,,,15032.732000000076,timeout,,,,,,,,,"[""flag"",""comb"",""moon"",""pencil""]",4,,,,,,620014.9999998976,,620001.412,605002.012,604983.0000000075,605018.678,620051.41,,point and name,
,Recall,html.Screen,8_5_3,2018-11-24T00:24:42.991Z,,,5594.589999949676,done,,"[""flag"",""owl"",""flower"",""moon"",""pencil"",""apple"",""comb""]",,,,,,"[""flag"",""comb"",""moon"",""pencil""]","[""flag"",""comb"",""moon"",""pencil""]",4,,,,,,625645.9999999497,,625645.9999999497,620001.412,620014.9999998976,620051.41,625701.184,,point and name,
,Trial sequence for Point and Name,flow.Sequence,8_5,2018-11-24T00:24:42.991Z,,,28227.01799994975,completion,,,,,,,,,"[""flag"",""comb"",""moon"",""pencil""]",4,,,,,,625645.9999999497,,625645.9999999497,597368.984,597375,597418.982,625701.184,,point and name,
,Get-set-go,html.Screen,8_6_0,2018-11-24T00:24:44.191Z,,,1144.815999903134,response,,,,,,,continue,,"[""flag"",""apple"",""comb"",""owl"",""flower""]",5,,,,,,626845.9999999031,,626845.9999999031,625634.52,625645.9999999497,625701.184,626884.47,,point and name,
,Learning phase,flow.Loop,8_6_1,2018-11-24T00:24:51.844Z,,,7599.695999999996,completion,,"[""flag"",""pencil"",""owl"",""apple"",""flower"",""comb"",""moon""]",,,,,,,"[""flag"",""apple"",""comb"",""owl"",""flower""]",5,,,,,,634497.999999905,,634484.166,626834.472,626845.9999999031,626884.47,634550.83,,point and name,
,Visor Instruction for delay,canvas.Screen,8_6_2,2018-11-24T00:25:06.893Z,,,15032.732000000076,timeout,,,,,,,,,"[""flag"",""apple"",""comb"",""owl"",""flower""]",5,,,,,,649547.0000000205,,649533.564,634517.498,634498.9999998361,634550.83,649583.562,,point and name,
,Recall,html.Screen,8_6_3,2018-11-24T00:25:19.589Z,,,12659.43800001673,done,,"[""flower"",""pencil"",""apple"",""moon"",""flag"",""comb"",""owl""]",,,,,,"[""comb"",""flag"",""moon"",""apple"",""pencil""]","[""flag"",""apple"",""comb"",""owl"",""flower""]",5,,,,,,662243.0000000168,,662243.0000000168,649533.564,649547.9999999516,649583.562,662283.054,,point and name,
,Trial sequence for Point and Name,flow.Sequence,8_6,2018-11-24T00:25:19.589Z,,,36541.816000016755,completion,,,,,,,,,"[""flag"",""apple"",""comb"",""owl"",""flower""]",5,,,,,,662243.0000000168,,662243.0000000168,625634.52,625645.9999999497,625701.184,662283.054,,point and name,
,Get-set-go,html.Screen,8_7_0,2018-11-24T00:25:23.712Z,,,4080.9459998267703,response,,,,,,,continue,,"[""flag"",""apple"",""comb"",""pencil"",""owl""]",5,,,,,,666365.9999999218,,666363.9999998268,662233.056,662243.0000000168,662283.054,666399.556,,point and name,
,Learning phase,flow.Loop,8_7_1,2018-11-24T00:25:31.342Z,,,7583.030000000028,completion,,"[""flower"",""moon"",""owl"",""apple"",""flag"",""comb"",""pencil""]",,,,,,,"[""flag"",""apple"",""comb"",""pencil"",""owl""]",5,,,,,,673996.0000000428,,673982.586,666349.558,666365.9999999218,666399.556,674049.25,,point and name,
,Visor Instruction for delay,canvas.Screen,8_7_2,2018-11-24T00:25:46.391Z,,,15016.065999999992,timeout,,,,,,,,,"[""flag"",""apple"",""comb"",""pencil"",""owl""]",5,,,,,,689044.9999999255,,689031.984,674032.584,673996.9999999739,674049.25,689065.316,,point and name,
,Recall,html.Screen,8_7_3,2018-11-24T00:25:52.590Z,,,6178.683999947854,done,,"[""pencil"",""apple"",""owl"",""moon"",""flower"",""flag"",""comb""]",,,,,,"[""comb"",""flag"",""flower"",""moon"",""owl""]","[""flag"",""apple"",""comb"",""pencil"",""owl""]",5,,,,,,695243.9999999478,,695243.9999999478,689031.984,689044.9999999255,689065.316,695331.732,,point and name,
,Trial sequence for Point and Name,flow.Sequence,8_7,2018-11-24T00:25:52.590Z,,,32960.94599994784,completion,,,,,,,,,"[""flag"",""apple"",""comb"",""pencil"",""owl""]",5,,,,,,695243.9999999478,,695243.9999999478,662233.056,662243.0000000168,662283.054,695331.732,,point and name,
,Point and Name task,flow.Loop,8,2018-11-24T00:25:52.590Z,,,238819.37799994787,completion,,,,,,,,,,,,,,,,695243.9999999478,,695243.9999999478,456391.29,456399.99999990687,456424.622,695331.732,,,
,Goodbye Screen,canvas.Screen,9,2018-11-24T00:25:57.025Z,,,4348.2679999348475,response,,,,,,,exit screen,,,,,,,,,699679.9999999348,,699679.9999999348,695231.736,695243.9999999478,695331.732,699681.558,,,
,root,flow.Sequence,,2018-11-24T00:25:57.025Z,,,699087.1439999348,completion,,,,,,,,,,,,,,,,699679.9999999348,,699679.9999999348,542.858,575.999999884516,592.856,699681.558,,,
